,test_id,gene_id
8184,ENSG00000141968.7,ENSG00000141968.7
8185,ENSG00000141971.12,ENSG00000141971.12
8186,ENSG00000141977.9,ENSG00000141977.9
8187,ENSG00000141979.4,ENSG00000141979.4
8188,ENSG00000141985.9,ENSG00000141985.9
8189,ENSG00000141994.15,ENSG00000141994.15
8190,ENSG00000142002.17,ENSG00000142002.17
8191,ENSG00000142025.15,ENSG00000142025.15
8192,ENSG00000142039.3,ENSG00000142039.3
8193,ENSG00000142046.14,ENSG00000142046.14
8194,ENSG00000142065.13,ENSG00000142065.13
8195,ENSG00000142082.14,ENSG00000142082.14
8196,ENSG00000142089.15,ENSG00000142089.15
8197,ENSG00000142102.15,ENSG00000142102.15
8198,ENSG00000142149.8,ENSG00000142149.8
8199,ENSG00000142156.14,ENSG00000142156.14
8200,ENSG00000142163.8,ENSG00000142163.8
8201,ENSG00000142166.12,ENSG00000142166.12
8202,ENSG00000142168.14,ENSG00000142168.14
8203,ENSG00000142173.14,ENSG00000142173.14
8204,ENSG00000142178.8,ENSG00000142178.8
8205,ENSG00000142182.8,ENSG00000142182.8
8206,ENSG00000142185.16,ENSG00000142185.16
8207,ENSG00000142186.16,ENSG00000142186.16
8208,ENSG00000142188.16,ENSG00000142188.16
8209,ENSG00000142192.20,ENSG00000142192.20
8210,ENSG00000142197.12,ENSG00000142197.12
8211,ENSG00000142207.6,ENSG00000142207.6
8212,ENSG00000142208.16,ENSG00000142208.16
8213,ENSG00000142224.15,ENSG00000142224.15
8214,ENSG00000142227.10,ENSG00000142227.10
8215,ENSG00000142230.11,ENSG00000142230.11
8216,ENSG00000142233.11,ENSG00000142233.11
8217,ENSG00000142235.9,ENSG00000142235.9
8218,ENSG00000142252.10,ENSG00000142252.10
8219,ENSG00000142273.12,ENSG00000142273.12
8220,ENSG00000142279.12,ENSG00000142279.12
8221,ENSG00000142303.13,ENSG00000142303.13
8222,ENSG00000142319.17,ENSG00000142319.17
8223,ENSG00000142327.12,ENSG00000142327.12
8224,ENSG00000142330.19,ENSG00000142330.19
8225,ENSG00000142347.17,ENSG00000142347.17
8226,ENSG00000142396.10,ENSG00000142396.10
8227,ENSG00000142405.21,ENSG00000142405.21
8228,ENSG00000142408.4,ENSG00000142408.4
8229,ENSG00000142409.5,ENSG00000142409.5
8230,ENSG00000142444.6,ENSG00000142444.6
8231,ENSG00000142449.12,ENSG00000142449.12
8232,ENSG00000142453.11,ENSG00000142453.11
8233,ENSG00000142459.8,ENSG00000142459.8
8234,ENSG00000142484.6,ENSG00000142484.6
8235,ENSG00000142494.13,ENSG00000142494.13
8236,ENSG00000142507.9,ENSG00000142507.9
8237,ENSG00000142511.4,ENSG00000142511.4
8238,ENSG00000142512.14,ENSG00000142512.14
8239,ENSG00000142513.5,ENSG00000142513.5
8240,ENSG00000142515.14,ENSG00000142515.14
8241,ENSG00000142528.15,ENSG00000142528.15
8242,ENSG00000142530.10,ENSG00000142530.10
8243,ENSG00000142534.6,ENSG00000142534.6
8244,ENSG00000142538.1,ENSG00000142538.1
8245,ENSG00000142539.9,ENSG00000142539.9
8246,ENSG00000142541.16,ENSG00000142541.16
8247,ENSG00000142544.6,ENSG00000142544.6
8248,ENSG00000142546.13,ENSG00000142546.13
8249,ENSG00000142549.9,ENSG00000142549.9
8250,ENSG00000142552.7,ENSG00000142552.7
8251,ENSG00000142556.18,ENSG00000142556.18
8252,ENSG00000142583.17,ENSG00000142583.17
8253,ENSG00000142599.17,ENSG00000142599.17
8254,ENSG00000142606.15,ENSG00000142606.15
8255,ENSG00000142609.18,ENSG00000142609.18
8256,ENSG00000142611.16,ENSG00000142611.16
8257,ENSG00000142615.7,ENSG00000142615.7
8258,ENSG00000142619.4,ENSG00000142619.4
8259,ENSG00000142621.19,ENSG00000142621.19
8260,ENSG00000142623.10,ENSG00000142623.10
8261,ENSG00000142627.12,ENSG00000142627.12
8262,ENSG00000142632.16,ENSG00000142632.16
8263,ENSG00000142634.12,ENSG00000142634.12
8264,ENSG00000142655.12,ENSG00000142655.12
8265,ENSG00000142657.20,ENSG00000142657.20
8266,ENSG00000142661.18,ENSG00000142661.18
8267,ENSG00000142669.14,ENSG00000142669.14
8268,ENSG00000142675.17,ENSG00000142675.17
8269,ENSG00000142676.14,ENSG00000142676.14
8270,ENSG00000142677.3,ENSG00000142677.3
8271,ENSG00000142684.8,ENSG00000142684.8
8272,ENSG00000142686.7,ENSG00000142686.7
8273,ENSG00000142687.17,ENSG00000142687.17
8274,ENSG00000142694.6,ENSG00000142694.6
8275,ENSG00000142698.14,ENSG00000142698.14
8276,ENSG00000142700.11,ENSG00000142700.11
8277,ENSG00000142731.10,ENSG00000142731.10
8278,ENSG00000142733.15,ENSG00000142733.15
8279,ENSG00000142748.12,ENSG00000142748.12
8280,ENSG00000142751.14,ENSG00000142751.14
8281,ENSG00000142765.17,ENSG00000142765.17
8282,ENSG00000142784.15,ENSG00000142784.15
8283,ENSG00000142789.19,ENSG00000142789.19
8284,ENSG00000142794.18,ENSG00000142794.18
8285,ENSG00000142798.19,ENSG00000142798.19
8286,ENSG00000142856.16,ENSG00000142856.16
8287,ENSG00000142864.14,ENSG00000142864.14
8288,ENSG00000142867.13,ENSG00000142867.13
8289,ENSG00000142871.16,ENSG00000142871.16
8290,ENSG00000142875.19,ENSG00000142875.19
8291,ENSG00000142892.14,ENSG00000142892.14
8292,ENSG00000142910.15,ENSG00000142910.15
8293,ENSG00000142920.16,ENSG00000142920.16
8294,ENSG00000142937.11,ENSG00000142937.11
8295,ENSG00000142945.12,ENSG00000142945.12
8296,ENSG00000142949.16,ENSG00000142949.16
8297,ENSG00000142959.4,ENSG00000142959.4
8298,ENSG00000142961.14,ENSG00000142961.14
8299,ENSG00000142973.13,ENSG00000142973.13
8300,ENSG00000143001.4,ENSG00000143001.4
8301,ENSG00000143006.7,ENSG00000143006.7
8302,ENSG00000143013.12,ENSG00000143013.12
8303,ENSG00000143028.8,ENSG00000143028.8
8304,ENSG00000143032.7,ENSG00000143032.7
8305,ENSG00000143033.17,ENSG00000143033.17
8306,ENSG00000143036.16,ENSG00000143036.16
8307,ENSG00000143061.17,ENSG00000143061.17
8308,ENSG00000143067.4,ENSG00000143067.4
8309,ENSG00000143079.14,ENSG00000143079.14
8310,ENSG00000143093.14,ENSG00000143093.14
8311,ENSG00000143105.7,ENSG00000143105.7
8312,ENSG00000143106.12,ENSG00000143106.12
8313,ENSG00000143107.8,ENSG00000143107.8
8314,ENSG00000143110.11,ENSG00000143110.11
8315,ENSG00000143119.13,ENSG00000143119.13
8316,ENSG00000143125.5,ENSG00000143125.5
8317,ENSG00000143126.7,ENSG00000143126.7
8318,ENSG00000143127.12,ENSG00000143127.12
8319,ENSG00000143147.14,ENSG00000143147.14
8320,ENSG00000143149.12,ENSG00000143149.12
8321,ENSG00000143153.12,ENSG00000143153.12
8322,ENSG00000143155.12,ENSG00000143155.12
8323,ENSG00000143156.13,ENSG00000143156.13
8324,ENSG00000143157.11,ENSG00000143157.11
8325,ENSG00000143158.10,ENSG00000143158.10
8326,ENSG00000143162.8,ENSG00000143162.8
8327,ENSG00000143164.15,ENSG00000143164.15
8328,ENSG00000143167.11,ENSG00000143167.11
8329,ENSG00000143171.12,ENSG00000143171.12
8330,ENSG00000143178.12,ENSG00000143178.12
8331,ENSG00000143179.15,ENSG00000143179.15
8332,ENSG00000143183.16,ENSG00000143183.16
8333,ENSG00000143184.4,ENSG00000143184.4
8334,ENSG00000143185.3,ENSG00000143185.3
8335,ENSG00000143190.22,ENSG00000143190.22
8336,ENSG00000143194.12,ENSG00000143194.12
8337,ENSG00000143195.12,ENSG00000143195.12
8338,ENSG00000143196.4,ENSG00000143196.4
8339,ENSG00000143198.12,ENSG00000143198.12
8340,ENSG00000143199.17,ENSG00000143199.17
8341,ENSG00000143207.20,ENSG00000143207.20
8342,ENSG00000143217.8,ENSG00000143217.8
8343,ENSG00000143222.11,ENSG00000143222.11
8344,ENSG00000143224.17,ENSG00000143224.17
8345,ENSG00000143226.13,ENSG00000143226.13
8346,ENSG00000143228.12,ENSG00000143228.12
8347,ENSG00000143248.12,ENSG00000143248.12
8348,ENSG00000143252.14,ENSG00000143252.14
8349,ENSG00000143256.4,ENSG00000143256.4
8350,ENSG00000143257.11,ENSG00000143257.11
8351,ENSG00000143258.15,ENSG00000143258.15
8352,ENSG00000143278.4,ENSG00000143278.4
8353,ENSG00000143294.14,ENSG00000143294.14
8354,ENSG00000143297.18,ENSG00000143297.18
8355,ENSG00000143303.11,ENSG00000143303.11
8356,ENSG00000143314.12,ENSG00000143314.12
8357,ENSG00000143315.7,ENSG00000143315.7
8358,ENSG00000143318.12,ENSG00000143318.12
8359,ENSG00000143319.16,ENSG00000143319.16
8360,ENSG00000143320.8,ENSG00000143320.8
8361,ENSG00000143321.18,ENSG00000143321.18
8362,ENSG00000143322.19,ENSG00000143322.19
8363,ENSG00000143324.13,ENSG00000143324.13
8364,ENSG00000143333.6,ENSG00000143333.6
8365,ENSG00000143337.18,ENSG00000143337.18
8366,ENSG00000143340.6,ENSG00000143340.6
8367,ENSG00000143341.11,ENSG00000143341.11
8368,ENSG00000143344.15,ENSG00000143344.15
8369,ENSG00000143353.11,ENSG00000143353.11
8370,ENSG00000143355.15,ENSG00000143355.15
8371,ENSG00000143363.16,ENSG00000143363.16
8372,ENSG00000143365.17,ENSG00000143365.17
8373,ENSG00000143367.15,ENSG00000143367.15
8374,ENSG00000143368.9,ENSG00000143368.9
8375,ENSG00000143369.14,ENSG00000143369.14
8376,ENSG00000143373.17,ENSG00000143373.17
8377,ENSG00000143374.16,ENSG00000143374.16
8378,ENSG00000143375.14,ENSG00000143375.14
8379,ENSG00000143376.13,ENSG00000143376.13
8380,ENSG00000143379.12,ENSG00000143379.12
8381,ENSG00000143382.14,ENSG00000143382.14
8382,ENSG00000143384.12,ENSG00000143384.12
8383,ENSG00000143387.12,ENSG00000143387.12
8384,ENSG00000143390.17,ENSG00000143390.17
8385,ENSG00000143393.16,ENSG00000143393.16
8386,ENSG00000143398.19,ENSG00000143398.19
8387,ENSG00000143401.14,ENSG00000143401.14
8388,ENSG00000143409.15,ENSG00000143409.15
8389,ENSG00000143412.9,ENSG00000143412.9
8390,ENSG00000143416.20,ENSG00000143416.20
8391,ENSG00000143418.19,ENSG00000143418.19
8392,ENSG00000143420.18,ENSG00000143420.18
8393,ENSG00000143429.10,ENSG00000143429.10
8394,ENSG00000143434.15,ENSG00000143434.15
8395,ENSG00000143436.10,ENSG00000143436.10
8396,ENSG00000143437.20,ENSG00000143437.20
8397,ENSG00000143442.21,ENSG00000143442.21
8398,ENSG00000143443.9,ENSG00000143443.9
8399,ENSG00000143450.16,ENSG00000143450.16
8400,ENSG00000143452.15,ENSG00000143452.15
8401,ENSG00000143457.10,ENSG00000143457.10
8402,ENSG00000143458.11,ENSG00000143458.11
8403,ENSG00000143469.18,ENSG00000143469.18
8404,ENSG00000143473.12,ENSG00000143473.12
8405,ENSG00000143476.17,ENSG00000143476.17
8406,ENSG00000143479.16,ENSG00000143479.16
8407,ENSG00000143486.15,ENSG00000143486.15
8408,ENSG00000143493.12,ENSG00000143493.12
8409,ENSG00000143494.15,ENSG00000143494.15
8410,ENSG00000143498.17,ENSG00000143498.17
8411,ENSG00000143499.13,ENSG00000143499.13
8412,ENSG00000143502.14,ENSG00000143502.14
8413,ENSG00000143507.17,ENSG00000143507.17
8414,ENSG00000143512.12,ENSG00000143512.12
8415,ENSG00000143514.16,ENSG00000143514.16
8416,ENSG00000143515.16,ENSG00000143515.16
8417,ENSG00000143520.6,ENSG00000143520.6
8418,ENSG00000143536.7,ENSG00000143536.7
8419,ENSG00000143537.13,ENSG00000143537.13
8420,ENSG00000143543.14,ENSG00000143543.14
8421,ENSG00000143545.8,ENSG00000143545.8
8422,ENSG00000143546.9,ENSG00000143546.9
8423,ENSG00000143549.19,ENSG00000143549.19
8424,ENSG00000143552.9,ENSG00000143552.9
8425,ENSG00000143553.10,ENSG00000143553.10
8426,ENSG00000143554.13,ENSG00000143554.13
8427,ENSG00000143556.8,ENSG00000143556.8
8428,ENSG00000143569.18,ENSG00000143569.18
8429,ENSG00000143570.17,ENSG00000143570.17
8430,ENSG00000143575.14,ENSG00000143575.14
8431,ENSG00000143578.15,ENSG00000143578.15
8432,ENSG00000143590.13,ENSG00000143590.13
8433,ENSG00000143595.12,ENSG00000143595.12
8434,ENSG00000143603.18,ENSG00000143603.18
8435,ENSG00000143612.20,ENSG00000143612.20
8436,ENSG00000143614.9,ENSG00000143614.9
8437,ENSG00000143621.16,ENSG00000143621.16
8438,ENSG00000143622.10,ENSG00000143622.10
8439,ENSG00000143624.13,ENSG00000143624.13
8440,ENSG00000143627.19,ENSG00000143627.19
8441,ENSG00000143630.9,ENSG00000143630.9
8442,ENSG00000143631.10,ENSG00000143631.10
8443,ENSG00000143632.14,ENSG00000143632.14
8444,ENSG00000143633.12,ENSG00000143633.12
8445,ENSG00000143641.9,ENSG00000143641.9
8446,ENSG00000143643.12,ENSG00000143643.12
8447,ENSG00000143653.9,ENSG00000143653.9
8448,ENSG00000143669.13,ENSG00000143669.13
8449,ENSG00000143674.10,ENSG00000143674.10
8450,ENSG00000143702.15,ENSG00000143702.15
8451,ENSG00000143727.15,ENSG00000143727.15
8452,ENSG00000143740.14,ENSG00000143740.14
8453,ENSG00000143742.12,ENSG00000143742.12
8454,ENSG00000143748.17,ENSG00000143748.17
8455,ENSG00000143751.9,ENSG00000143751.9
8456,ENSG00000143753.12,ENSG00000143753.12
8457,ENSG00000143756.11,ENSG00000143756.11
8458,ENSG00000143761.15,ENSG00000143761.15
8459,ENSG00000143768.12,ENSG00000143768.12
8460,ENSG00000143771.11,ENSG00000143771.11
8461,ENSG00000143772.9,ENSG00000143772.9
8462,ENSG00000143774.16,ENSG00000143774.16
8463,ENSG00000143776.18,ENSG00000143776.18
8464,ENSG00000143786.7,ENSG00000143786.7
8465,ENSG00000143793.12,ENSG00000143793.12
8466,ENSG00000143797.11,ENSG00000143797.11
8467,ENSG00000143799.12,ENSG00000143799.12
8468,ENSG00000143801.16,ENSG00000143801.16
8469,ENSG00000143811.18,ENSG00000143811.18
8470,ENSG00000143815.14,ENSG00000143815.14
8471,ENSG00000143816.7,ENSG00000143816.7
8472,ENSG00000143819.12,ENSG00000143819.12
8473,ENSG00000143839.14,ENSG00000143839.14
8474,ENSG00000143842.14,ENSG00000143842.14
8475,ENSG00000143845.14,ENSG00000143845.14
8476,ENSG00000143847.15,ENSG00000143847.15
8477,ENSG00000143850.14,ENSG00000143850.14
8478,ENSG00000143851.15,ENSG00000143851.15
8479,ENSG00000143858.11,ENSG00000143858.11
8480,ENSG00000143862.7,ENSG00000143862.7
8481,ENSG00000143867.6,ENSG00000143867.6
8482,ENSG00000143869.6,ENSG00000143869.6
8483,ENSG00000143870.12,ENSG00000143870.12
8484,ENSG00000143878.9,ENSG00000143878.9
8485,ENSG00000143882.11,ENSG00000143882.11
8486,ENSG00000143889.15,ENSG00000143889.15
8487,ENSG00000143891.16,ENSG00000143891.16
8488,ENSG00000143919.14,ENSG00000143919.14
8489,ENSG00000143921.7,ENSG00000143921.7
8490,ENSG00000143924.18,ENSG00000143924.18
8491,ENSG00000143933.16,ENSG00000143933.16
8492,ENSG00000143942.4,ENSG00000143942.4
8493,ENSG00000143947.13,ENSG00000143947.13
8494,ENSG00000143951.15,ENSG00000143951.15
8495,ENSG00000143952.19,ENSG00000143952.19
8496,ENSG00000143954.12,ENSG00000143954.12
8497,ENSG00000143970.16,ENSG00000143970.16
8498,ENSG00000143971.8,ENSG00000143971.8
8499,ENSG00000143977.13,ENSG00000143977.13
8500,ENSG00000143994.13,ENSG00000143994.13
8501,ENSG00000143995.19,ENSG00000143995.19
8502,ENSG00000144010.9,ENSG00000144010.9
8503,ENSG00000144015.4,ENSG00000144015.4
8504,ENSG00000144021.2,ENSG00000144021.2
8505,ENSG00000144026.11,ENSG00000144026.11
8506,ENSG00000144028.14,ENSG00000144028.14
8507,ENSG00000144029.11,ENSG00000144029.11
8508,ENSG00000144031.11,ENSG00000144031.11
8509,ENSG00000144034.14,ENSG00000144034.14
8510,ENSG00000144035.3,ENSG00000144035.3
8511,ENSG00000144036.15,ENSG00000144036.15
8512,ENSG00000144040.12,ENSG00000144040.12
8513,ENSG00000144043.11,ENSG00000144043.11
8514,ENSG00000144045.13,ENSG00000144045.13
8515,ENSG00000144048.10,ENSG00000144048.10
8516,ENSG00000144057.15,ENSG00000144057.15
8517,ENSG00000144061.12,ENSG00000144061.12
8518,ENSG00000144063.3,ENSG00000144063.3
8519,ENSG00000144115.16,ENSG00000144115.16
8520,ENSG00000144118.13,ENSG00000144118.13
8521,ENSG00000144119.3,ENSG00000144119.3
8522,ENSG00000144120.12,ENSG00000144120.12
8523,ENSG00000144130.11,ENSG00000144130.11
8524,ENSG00000144134.18,ENSG00000144134.18
8525,ENSG00000144136.10,ENSG00000144136.10
8526,ENSG00000144152.12,ENSG00000144152.12
8527,ENSG00000144158.4,ENSG00000144158.4
8528,ENSG00000144161.12,ENSG00000144161.12
8529,ENSG00000144182.16,ENSG00000144182.16
8530,ENSG00000144188.9,ENSG00000144188.9
8531,ENSG00000144191.11,ENSG00000144191.11
8532,ENSG00000144199.11,ENSG00000144199.11
8533,ENSG00000144214.9,ENSG00000144214.9
8534,ENSG00000144218.18,ENSG00000144218.18
8535,ENSG00000144224.16,ENSG00000144224.16
8536,ENSG00000144227.4,ENSG00000144227.4
8537,ENSG00000144228.8,ENSG00000144228.8
8538,ENSG00000144229.11,ENSG00000144229.11
8539,ENSG00000144230.16,ENSG00000144230.16
8540,ENSG00000144231.10,ENSG00000144231.10
8541,ENSG00000144233.9,ENSG00000144233.9
8542,ENSG00000144278.14,ENSG00000144278.14
8543,ENSG00000144283.21,ENSG00000144283.21
8544,ENSG00000144285.19,ENSG00000144285.19
8545,ENSG00000144290.16,ENSG00000144290.16
8546,ENSG00000144306.14,ENSG00000144306.14
8547,ENSG00000144320.13,ENSG00000144320.13
8548,ENSG00000144331.19,ENSG00000144331.19
8549,ENSG00000144339.11,ENSG00000144339.11
8550,ENSG00000144354.13,ENSG00000144354.13
8551,ENSG00000144355.14,ENSG00000144355.14
8552,ENSG00000144357.16,ENSG00000144357.16
8553,ENSG00000144362.11,ENSG00000144362.11
8554,ENSG00000144366.15,ENSG00000144366.15
8555,ENSG00000144369.12,ENSG00000144369.12
8556,ENSG00000144381.16,ENSG00000144381.16
8557,ENSG00000144395.17,ENSG00000144395.17
8558,ENSG00000144401.14,ENSG00000144401.14
8559,ENSG00000144406.18,ENSG00000144406.18
8560,ENSG00000144407.9,ENSG00000144407.9
8561,ENSG00000144410.4,ENSG00000144410.4
8562,ENSG00000144426.18,ENSG00000144426.18
8563,ENSG00000144445.16,ENSG00000144445.16
8564,ENSG00000144451.18,ENSG00000144451.18
8565,ENSG00000144452.14,ENSG00000144452.14
8566,ENSG00000144455.13,ENSG00000144455.13
8567,ENSG00000144460.12,ENSG00000144460.12
8568,ENSG00000144468.16,ENSG00000144468.16
8569,ENSG00000144476.5,ENSG00000144476.5
8570,ENSG00000144481.16,ENSG00000144481.16
8571,ENSG00000144485.10,ENSG00000144485.10
8572,ENSG00000144488.14,ENSG00000144488.14
8573,ENSG00000144504.15,ENSG00000144504.15
8574,ENSG00000144524.17,ENSG00000144524.17
8575,ENSG00000144535.19,ENSG00000144535.19
8576,ENSG00000144550.12,ENSG00000144550.12
8577,ENSG00000144554.10,ENSG00000144554.10
8578,ENSG00000144559.10,ENSG00000144559.10
8579,ENSG00000144560.14,ENSG00000144560.14
8580,ENSG00000144566.10,ENSG00000144566.10
8581,ENSG00000144567.10,ENSG00000144567.10
8582,ENSG00000144579.7,ENSG00000144579.7
8583,ENSG00000144580.13,ENSG00000144580.13
8584,ENSG00000144583.4,ENSG00000144583.4
8585,ENSG00000144589.21,ENSG00000144589.21
8586,ENSG00000144591.18,ENSG00000144591.18
8587,ENSG00000144596.12,ENSG00000144596.12
8588,ENSG00000144597.13,ENSG00000144597.13
8589,ENSG00000144619.14,ENSG00000144619.14
8590,ENSG00000144635.8,ENSG00000144635.8
8591,ENSG00000144642.21,ENSG00000144642.21
8592,ENSG00000144644.14,ENSG00000144644.14
8593,ENSG00000144645.13,ENSG00000144645.13
8594,ENSG00000144647.5,ENSG00000144647.5
8595,ENSG00000144648.15,ENSG00000144648.15
8596,ENSG00000144649.8,ENSG00000144649.8
8597,ENSG00000144655.14,ENSG00000144655.14
8598,ENSG00000144659.12,ENSG00000144659.12
8599,ENSG00000144668.11,ENSG00000144668.11
8600,ENSG00000144671.10,ENSG00000144671.10
8601,ENSG00000144674.16,ENSG00000144674.16
8602,ENSG00000144677.14,ENSG00000144677.14
8603,ENSG00000144681.10,ENSG00000144681.10
8604,ENSG00000144711.15,ENSG00000144711.15
8605,ENSG00000144712.12,ENSG00000144712.12
8606,ENSG00000144713.12,ENSG00000144713.12
8607,ENSG00000144724.19,ENSG00000144724.19
8608,ENSG00000144730.17,ENSG00000144730.17
8609,ENSG00000144736.13,ENSG00000144736.13
8610,ENSG00000144741.17,ENSG00000144741.17
8611,ENSG00000144744.16,ENSG00000144744.16
8612,ENSG00000144746.6,ENSG00000144746.6
8613,ENSG00000144747.16,ENSG00000144747.16
8614,ENSG00000144749.13,ENSG00000144749.13
8615,ENSG00000144771.7,ENSG00000144771.7
8616,ENSG00000144785.8,ENSG00000144785.8
8617,ENSG00000144791.9,ENSG00000144791.9
8618,ENSG00000144792.9,ENSG00000144792.9
8619,ENSG00000144802.11,ENSG00000144802.11
8620,ENSG00000144810.15,ENSG00000144810.15
8621,ENSG00000144815.15,ENSG00000144815.15
8622,ENSG00000144820.7,ENSG00000144820.7
8623,ENSG00000144821.9,ENSG00000144821.9
8624,ENSG00000144824.20,ENSG00000144824.20
8625,ENSG00000144827.8,ENSG00000144827.8
8626,ENSG00000144834.13,ENSG00000144834.13
8627,ENSG00000144837.8,ENSG00000144837.8
8628,ENSG00000144840.9,ENSG00000144840.9
8629,ENSG00000144843.11,ENSG00000144843.11
8630,ENSG00000144847.12,ENSG00000144847.12
8631,ENSG00000144848.10,ENSG00000144848.10
8632,ENSG00000144852.17,ENSG00000144852.17
8633,ENSG00000144857.14,ENSG00000144857.14
8634,ENSG00000144867.11,ENSG00000144867.11
8635,ENSG00000144868.13,ENSG00000144868.13
8636,ENSG00000144891.17,ENSG00000144891.17
8637,ENSG00000144893.12,ENSG00000144893.12
8638,ENSG00000144895.11,ENSG00000144895.11
8639,ENSG00000144908.13,ENSG00000144908.13
8640,ENSG00000144909.7,ENSG00000144909.7
8641,ENSG00000144935.14,ENSG00000144935.14
8642,ENSG00000144959.9,ENSG00000144959.9
8643,ENSG00000144962.6,ENSG00000144962.6
8644,ENSG00000145002.12,ENSG00000145002.12
8645,ENSG00000145012.13,ENSG00000145012.13
8646,ENSG00000145014.17,ENSG00000145014.17
8647,ENSG00000145016.15,ENSG00000145016.15
8648,ENSG00000145020.15,ENSG00000145020.15
8649,ENSG00000145022.4,ENSG00000145022.4
8650,ENSG00000145029.13,ENSG00000145029.13
8651,ENSG00000145040.3,ENSG00000145040.3
8652,ENSG00000145041.15,ENSG00000145041.15
8653,ENSG00000145050.16,ENSG00000145050.16
8654,ENSG00000145063.14,ENSG00000145063.14
8655,ENSG00000145075.12,ENSG00000145075.12
8656,ENSG00000145087.12,ENSG00000145087.12
8657,ENSG00000145088.8,ENSG00000145088.8
8658,ENSG00000145103.13,ENSG00000145103.13
8659,ENSG00000145107.15,ENSG00000145107.15
8660,ENSG00000145113.21,ENSG00000145113.21
8661,ENSG00000145147.19,ENSG00000145147.19
8662,ENSG00000145191.13,ENSG00000145191.13
8663,ENSG00000145192.12,ENSG00000145192.12
8664,ENSG00000145194.18,ENSG00000145194.18
8665,ENSG00000145198.14,ENSG00000145198.14
8666,ENSG00000145214.13,ENSG00000145214.13
8667,ENSG00000145216.15,ENSG00000145216.15
8668,ENSG00000145217.13,ENSG00000145217.13
8669,ENSG00000145220.13,ENSG00000145220.13
8670,ENSG00000145241.10,ENSG00000145241.10
8671,ENSG00000145242.13,ENSG00000145242.13
8672,ENSG00000145244.11,ENSG00000145244.11
8673,ENSG00000145246.13,ENSG00000145246.13
8674,ENSG00000145247.11,ENSG00000145247.11
8675,ENSG00000145248.6,ENSG00000145248.6
8676,ENSG00000145283.7,ENSG00000145283.7
8677,ENSG00000145284.11,ENSG00000145284.11
8678,ENSG00000145287.10,ENSG00000145287.10
8679,ENSG00000145293.15,ENSG00000145293.15
8680,ENSG00000145309.5,ENSG00000145309.5
8681,ENSG00000145321.12,ENSG00000145321.12
8682,ENSG00000145331.13,ENSG00000145331.13
8683,ENSG00000145332.13,ENSG00000145332.13
8684,ENSG00000145335.15,ENSG00000145335.15
8685,ENSG00000145337.4,ENSG00000145337.4
8686,ENSG00000145348.16,ENSG00000145348.16
8687,ENSG00000145349.16,ENSG00000145349.16
8688,ENSG00000145354.11,ENSG00000145354.11
8689,ENSG00000145358.6,ENSG00000145358.6
8690,ENSG00000145362.17,ENSG00000145362.17
8691,ENSG00000145365.10,ENSG00000145365.10
8692,ENSG00000145375.7,ENSG00000145375.7
8693,ENSG00000145384.3,ENSG00000145384.3
8694,ENSG00000145386.9,ENSG00000145386.9
8695,ENSG00000145388.14,ENSG00000145388.14
8696,ENSG00000145390.11,ENSG00000145390.11
8697,ENSG00000145391.13,ENSG00000145391.13
8698,ENSG00000145414.8,ENSG00000145414.8
8699,ENSG00000145416.13,ENSG00000145416.13
8700,ENSG00000145423.4,ENSG00000145423.4
8701,ENSG00000145425.9,ENSG00000145425.9
8702,ENSG00000145428.14,ENSG00000145428.14
8703,ENSG00000145431.10,ENSG00000145431.10
8704,ENSG00000145439.11,ENSG00000145439.11
8705,ENSG00000145451.12,ENSG00000145451.12
8706,ENSG00000145476.15,ENSG00000145476.15
8707,ENSG00000145491.11,ENSG00000145491.11
8708,ENSG00000145494.11,ENSG00000145494.11
8709,ENSG00000145495.15,ENSG00000145495.15
8710,ENSG00000145506.13,ENSG00000145506.13
8711,ENSG00000145526.11,ENSG00000145526.11
8712,ENSG00000145536.15,ENSG00000145536.15
8713,ENSG00000145545.11,ENSG00000145545.11
8714,ENSG00000145555.14,ENSG00000145555.14
8715,ENSG00000145569.5,ENSG00000145569.5
8716,ENSG00000145592.13,ENSG00000145592.13
8717,ENSG00000145604.15,ENSG00000145604.15
8718,ENSG00000145623.12,ENSG00000145623.12
8719,ENSG00000145626.11,ENSG00000145626.11
8720,ENSG00000145632.14,ENSG00000145632.14
8721,ENSG00000145642.11,ENSG00000145642.11
8722,ENSG00000145649.7,ENSG00000145649.7
8723,ENSG00000145675.14,ENSG00000145675.14
8724,ENSG00000145681.10,ENSG00000145681.10
8725,ENSG00000145685.13,ENSG00000145685.13
8726,ENSG00000145687.16,ENSG00000145687.16
8727,ENSG00000145692.14,ENSG00000145692.14
8728,ENSG00000145700.9,ENSG00000145700.9
8729,ENSG00000145703.15,ENSG00000145703.15
8730,ENSG00000145708.10,ENSG00000145708.10
8731,ENSG00000145715.14,ENSG00000145715.14
8732,ENSG00000145721.11,ENSG00000145721.11
8733,ENSG00000145723.16,ENSG00000145723.16
8734,ENSG00000145725.19,ENSG00000145725.19
8735,ENSG00000145730.20,ENSG00000145730.20
8736,ENSG00000145734.18,ENSG00000145734.18
8737,ENSG00000145736.14,ENSG00000145736.14
8738,ENSG00000145740.18,ENSG00000145740.18
8739,ENSG00000145741.15,ENSG00000145741.15
8740,ENSG00000145743.15,ENSG00000145743.15
8741,ENSG00000145757.15,ENSG00000145757.15
8742,ENSG00000145777.14,ENSG00000145777.14
