,test_id,gene_id
0,ENSG00000000003.14,ENSG00000000003.14
1,ENSG00000000005.5,ENSG00000000005.5
2,ENSG00000000419.12,ENSG00000000419.12
3,ENSG00000000457.13,ENSG00000000457.13
4,ENSG00000000460.16,ENSG00000000460.16
5,ENSG00000000938.12,ENSG00000000938.12
6,ENSG00000000971.15,ENSG00000000971.15
7,ENSG00000001036.13,ENSG00000001036.13
8,ENSG00000001084.12,ENSG00000001084.12
9,ENSG00000001167.14,ENSG00000001167.14
10,ENSG00000001460.17,ENSG00000001460.17
11,ENSG00000001461.16,ENSG00000001461.16
12,ENSG00000001497.16,ENSG00000001497.16
13,ENSG00000001561.6,ENSG00000001561.6
14,ENSG00000001617.11,ENSG00000001617.11
15,ENSG00000001626.15,ENSG00000001626.15
16,ENSG00000001629.9,ENSG00000001629.9
17,ENSG00000001630.16,ENSG00000001630.16
18,ENSG00000001631.15,ENSG00000001631.15
19,ENSG00000002016.17,ENSG00000002016.17
20,ENSG00000002079.14,ENSG00000002079.14
21,ENSG00000002330.13,ENSG00000002330.13
22,ENSG00000002549.12,ENSG00000002549.12
23,ENSG00000002586.19,ENSG00000002586.19
24,ENSG00000002586.19_PAR_Y,ENSG00000002586.19_PAR_Y
25,ENSG00000002587.9,ENSG00000002587.9
26,ENSG00000002726.20,ENSG00000002726.20
27,ENSG00000002745.12,ENSG00000002745.12
28,ENSG00000002746.14,ENSG00000002746.14
29,ENSG00000002822.15,ENSG00000002822.15
30,ENSG00000002834.17,ENSG00000002834.17
31,ENSG00000002919.14,ENSG00000002919.14
32,ENSG00000002933.8,ENSG00000002933.8
33,ENSG00000003056.7,ENSG00000003056.7
34,ENSG00000003096.14,ENSG00000003096.14
35,ENSG00000003137.8,ENSG00000003137.8
36,ENSG00000003147.18,ENSG00000003147.18
37,ENSG00000003249.13,ENSG00000003249.13
38,ENSG00000003393.14,ENSG00000003393.14
39,ENSG00000003400.14,ENSG00000003400.14
40,ENSG00000003402.19,ENSG00000003402.19
41,ENSG00000003436.15,ENSG00000003436.15
42,ENSG00000003509.15,ENSG00000003509.15
43,ENSG00000003756.16,ENSG00000003756.16
44,ENSG00000003987.13,ENSG00000003987.13
45,ENSG00000003989.17,ENSG00000003989.17
46,ENSG00000004059.10,ENSG00000004059.10
47,ENSG00000004139.13,ENSG00000004139.13
48,ENSG00000004142.11,ENSG00000004142.11
49,ENSG00000004399.12,ENSG00000004399.12
50,ENSG00000004455.16,ENSG00000004455.16
51,ENSG00000004468.12,ENSG00000004468.12
52,ENSG00000004478.7,ENSG00000004478.7
53,ENSG00000004487.16,ENSG00000004487.16
54,ENSG00000004534.14,ENSG00000004534.14
55,ENSG00000004660.14,ENSG00000004660.14
56,ENSG00000004700.15,ENSG00000004700.15
57,ENSG00000004766.16,ENSG00000004766.16
58,ENSG00000004776.12,ENSG00000004776.12
59,ENSG00000004777.18,ENSG00000004777.18
60,ENSG00000004779.9,ENSG00000004779.9
61,ENSG00000004799.7,ENSG00000004799.7
62,ENSG00000004809.13,ENSG00000004809.13
63,ENSG00000004838.13,ENSG00000004838.13
64,ENSG00000004846.16,ENSG00000004846.16
65,ENSG00000004848.7,ENSG00000004848.7
66,ENSG00000004864.13,ENSG00000004864.13
67,ENSG00000004866.20,ENSG00000004866.20
68,ENSG00000004897.11,ENSG00000004897.11
69,ENSG00000004939.14,ENSG00000004939.14
70,ENSG00000004948.14,ENSG00000004948.14
71,ENSG00000004961.14,ENSG00000004961.14
72,ENSG00000004975.11,ENSG00000004975.11
73,ENSG00000005001.9,ENSG00000005001.9
74,ENSG00000005007.12,ENSG00000005007.12
75,ENSG00000005020.12,ENSG00000005020.12
76,ENSG00000005022.5,ENSG00000005022.5
77,ENSG00000005059.15,ENSG00000005059.15
78,ENSG00000005073.5,ENSG00000005073.5
79,ENSG00000005075.15,ENSG00000005075.15
80,ENSG00000005100.12,ENSG00000005100.12
81,ENSG00000005102.12,ENSG00000005102.12
82,ENSG00000005108.15,ENSG00000005108.15
83,ENSG00000005156.11,ENSG00000005156.11
84,ENSG00000005175.9,ENSG00000005175.9
85,ENSG00000005187.11,ENSG00000005187.11
86,ENSG00000005189.19,ENSG00000005189.19
87,ENSG00000005194.14,ENSG00000005194.14
88,ENSG00000005206.16,ENSG00000005206.16
89,ENSG00000005238.19,ENSG00000005238.19
90,ENSG00000005243.9,ENSG00000005243.9
91,ENSG00000005249.12,ENSG00000005249.12
92,ENSG00000005302.18,ENSG00000005302.18
93,ENSG00000005339.14,ENSG00000005339.14
94,ENSG00000005379.16,ENSG00000005379.16
95,ENSG00000005381.7,ENSG00000005381.7
96,ENSG00000005421.8,ENSG00000005421.8
97,ENSG00000005436.13,ENSG00000005436.13
98,ENSG00000005448.16,ENSG00000005448.16
99,ENSG00000005469.11,ENSG00000005469.11
100,ENSG00000005471.17,ENSG00000005471.17
101,ENSG00000005483.20,ENSG00000005483.20
102,ENSG00000005486.16,ENSG00000005486.16
103,ENSG00000005513.9,ENSG00000005513.9
104,ENSG00000005700.14,ENSG00000005700.14
105,ENSG00000005801.17,ENSG00000005801.17
106,ENSG00000005810.17,ENSG00000005810.17
107,ENSG00000005812.10,ENSG00000005812.10
108,ENSG00000005844.17,ENSG00000005844.17
109,ENSG00000005882.11,ENSG00000005882.11
110,ENSG00000005884.17,ENSG00000005884.17
111,ENSG00000005889.15,ENSG00000005889.15
112,ENSG00000005893.15,ENSG00000005893.15
113,ENSG00000005961.18,ENSG00000005961.18
114,ENSG00000005981.12,ENSG00000005981.12
115,ENSG00000006007.11,ENSG00000006007.11
116,ENSG00000006015.17,ENSG00000006015.17
117,ENSG00000006016.10,ENSG00000006016.10
118,ENSG00000006025.11,ENSG00000006025.11
119,ENSG00000006042.11,ENSG00000006042.11
120,ENSG00000006047.12,ENSG00000006047.12
121,ENSG00000006059.3,ENSG00000006059.3
122,ENSG00000006062.15,ENSG00000006062.15
123,ENSG00000006071.13,ENSG00000006071.13
124,ENSG00000006116.3,ENSG00000006116.3
125,ENSG00000006118.14,ENSG00000006118.14
126,ENSG00000006125.17,ENSG00000006125.17
127,ENSG00000006128.11,ENSG00000006128.11
128,ENSG00000006194.9,ENSG00000006194.9
129,ENSG00000006210.6,ENSG00000006210.6
130,ENSG00000006282.20,ENSG00000006282.20
131,ENSG00000006283.17,ENSG00000006283.17
132,ENSG00000006327.13,ENSG00000006327.13
133,ENSG00000006377.10,ENSG00000006377.10
134,ENSG00000006432.15,ENSG00000006432.15
135,ENSG00000006451.7,ENSG00000006451.7
136,ENSG00000006453.13,ENSG00000006453.13
137,ENSG00000006459.10,ENSG00000006459.10
138,ENSG00000006468.13,ENSG00000006468.13
139,ENSG00000006530.16,ENSG00000006530.16
140,ENSG00000006534.15,ENSG00000006534.15
141,ENSG00000006555.10,ENSG00000006555.10
142,ENSG00000006576.16,ENSG00000006576.16
143,ENSG00000006606.8,ENSG00000006606.8
144,ENSG00000006607.13,ENSG00000006607.13
145,ENSG00000006611.15,ENSG00000006611.15
146,ENSG00000006625.17,ENSG00000006625.17
147,ENSG00000006634.7,ENSG00000006634.7
148,ENSG00000006638.11,ENSG00000006638.11
149,ENSG00000006652.13,ENSG00000006652.13
150,ENSG00000006659.12,ENSG00000006659.12
151,ENSG00000006695.10,ENSG00000006695.10
152,ENSG00000006704.10,ENSG00000006704.10
153,ENSG00000006712.14,ENSG00000006712.14
154,ENSG00000006715.15,ENSG00000006715.15
155,ENSG00000006740.16,ENSG00000006740.16
156,ENSG00000006744.18,ENSG00000006744.18
157,ENSG00000006747.14,ENSG00000006747.14
158,ENSG00000006756.15,ENSG00000006756.15
159,ENSG00000006757.11,ENSG00000006757.11
160,ENSG00000006788.13,ENSG00000006788.13
161,ENSG00000006831.9,ENSG00000006831.9
162,ENSG00000006837.11,ENSG00000006837.11
163,ENSG00000007001.12,ENSG00000007001.12
164,ENSG00000007038.10,ENSG00000007038.10
165,ENSG00000007047.14,ENSG00000007047.14
166,ENSG00000007062.11,ENSG00000007062.11
167,ENSG00000007080.10,ENSG00000007080.10
168,ENSG00000007129.17,ENSG00000007129.17
169,ENSG00000007168.12,ENSG00000007168.12
170,ENSG00000007171.17,ENSG00000007171.17
171,ENSG00000007174.17,ENSG00000007174.17
172,ENSG00000007202.14,ENSG00000007202.14
173,ENSG00000007216.14,ENSG00000007216.14
174,ENSG00000007237.18,ENSG00000007237.18
175,ENSG00000007255.10,ENSG00000007255.10
176,ENSG00000007264.14,ENSG00000007264.14
177,ENSG00000007306.14,ENSG00000007306.14
178,ENSG00000007312.12,ENSG00000007312.12
179,ENSG00000007314.12,ENSG00000007314.12
180,ENSG00000007341.18,ENSG00000007341.18
181,ENSG00000007350.16,ENSG00000007350.16
182,ENSG00000007372.22,ENSG00000007372.22
183,ENSG00000007376.7,ENSG00000007376.7
184,ENSG00000007384.15,ENSG00000007384.15
185,ENSG00000007392.16,ENSG00000007392.16
186,ENSG00000007402.11,ENSG00000007402.11
187,ENSG00000007516.13,ENSG00000007516.13
188,ENSG00000007520.3,ENSG00000007520.3
189,ENSG00000007541.16,ENSG00000007541.16
190,ENSG00000007545.15,ENSG00000007545.15
191,ENSG00000007866.20,ENSG00000007866.20
192,ENSG00000007908.15,ENSG00000007908.15
193,ENSG00000007923.15,ENSG00000007923.15
194,ENSG00000007933.12,ENSG00000007933.12
195,ENSG00000007944.14,ENSG00000007944.14
196,ENSG00000007952.17,ENSG00000007952.17
197,ENSG00000007968.6,ENSG00000007968.6
198,ENSG00000008018.8,ENSG00000008018.8
199,ENSG00000008056.13,ENSG00000008056.13
200,ENSG00000008083.13,ENSG00000008083.13
201,ENSG00000008086.11,ENSG00000008086.11
202,ENSG00000008118.9,ENSG00000008118.9
203,ENSG00000008128.22,ENSG00000008128.22
204,ENSG00000008130.15,ENSG00000008130.15
205,ENSG00000008196.12,ENSG00000008196.12
206,ENSG00000008197.4,ENSG00000008197.4
207,ENSG00000008226.19,ENSG00000008226.19
208,ENSG00000008256.15,ENSG00000008256.15
209,ENSG00000008277.14,ENSG00000008277.14
210,ENSG00000008282.8,ENSG00000008282.8
211,ENSG00000008283.15,ENSG00000008283.15
212,ENSG00000008294.20,ENSG00000008294.20
213,ENSG00000008300.16,ENSG00000008300.16
214,ENSG00000008311.14,ENSG00000008311.14
215,ENSG00000008323.15,ENSG00000008323.15
216,ENSG00000008324.11,ENSG00000008324.11
217,ENSG00000008382.15,ENSG00000008382.15
218,ENSG00000008394.12,ENSG00000008394.12
219,ENSG00000008405.11,ENSG00000008405.11
220,ENSG00000008438.4,ENSG00000008438.4
221,ENSG00000008441.16,ENSG00000008441.16
222,ENSG00000008513.15,ENSG00000008513.15
223,ENSG00000008516.16,ENSG00000008516.16
224,ENSG00000008517.16,ENSG00000008517.16
225,ENSG00000008710.19,ENSG00000008710.19
226,ENSG00000008735.13,ENSG00000008735.13
227,ENSG00000008838.19,ENSG00000008838.19
228,ENSG00000008853.16,ENSG00000008853.16
229,ENSG00000008869.11,ENSG00000008869.11
230,ENSG00000008952.16,ENSG00000008952.16
231,ENSG00000008988.9,ENSG00000008988.9
232,ENSG00000009307.15,ENSG00000009307.15
233,ENSG00000009335.17,ENSG00000009335.17
234,ENSG00000009413.15,ENSG00000009413.15
235,ENSG00000009694.13,ENSG00000009694.13
236,ENSG00000009709.11,ENSG00000009709.11
237,ENSG00000009724.16,ENSG00000009724.16
238,ENSG00000009765.14,ENSG00000009765.14
239,ENSG00000009780.15,ENSG00000009780.15
240,ENSG00000009790.14,ENSG00000009790.14
241,ENSG00000009830.11,ENSG00000009830.11
242,ENSG00000009844.15,ENSG00000009844.15
243,ENSG00000009950.15,ENSG00000009950.15
244,ENSG00000009954.10,ENSG00000009954.10
245,ENSG00000010017.12,ENSG00000010017.12
246,ENSG00000010030.13,ENSG00000010030.13
247,ENSG00000010072.15,ENSG00000010072.15
248,ENSG00000010165.19,ENSG00000010165.19
249,ENSG00000010219.13,ENSG00000010219.13
250,ENSG00000010244.18,ENSG00000010244.18
251,ENSG00000010256.10,ENSG00000010256.10
252,ENSG00000010270.13,ENSG00000010270.13
253,ENSG00000010278.13,ENSG00000010278.13
254,ENSG00000010282.14,ENSG00000010282.14
255,ENSG00000010292.12,ENSG00000010292.12
256,ENSG00000010295.19,ENSG00000010295.19
257,ENSG00000010310.8,ENSG00000010310.8
258,ENSG00000010318.20,ENSG00000010318.20
259,ENSG00000010319.6,ENSG00000010319.6
260,ENSG00000010322.15,ENSG00000010322.15
261,ENSG00000010327.10,ENSG00000010327.10
262,ENSG00000010361.13,ENSG00000010361.13
263,ENSG00000010379.15,ENSG00000010379.15
264,ENSG00000010404.17,ENSG00000010404.17
265,ENSG00000010438.16,ENSG00000010438.16
266,ENSG00000010539.11,ENSG00000010539.11
267,ENSG00000010610.9,ENSG00000010610.9
268,ENSG00000010626.14,ENSG00000010626.14
269,ENSG00000010671.15,ENSG00000010671.15
270,ENSG00000010704.18,ENSG00000010704.18
271,ENSG00000010803.16,ENSG00000010803.16
272,ENSG00000010810.17,ENSG00000010810.17
273,ENSG00000010818.9,ENSG00000010818.9
274,ENSG00000010932.16,ENSG00000010932.16
275,ENSG00000011007.12,ENSG00000011007.12
276,ENSG00000011009.10,ENSG00000011009.10
277,ENSG00000011021.22,ENSG00000011021.22
278,ENSG00000011028.13,ENSG00000011028.13
279,ENSG00000011052.21,ENSG00000011052.21
280,ENSG00000011083.8,ENSG00000011083.8
281,ENSG00000011105.13,ENSG00000011105.13
282,ENSG00000011114.14,ENSG00000011114.14
283,ENSG00000011132.11,ENSG00000011132.11
284,ENSG00000011143.16,ENSG00000011143.16
285,ENSG00000011198.9,ENSG00000011198.9
286,ENSG00000011201.11,ENSG00000011201.11
287,ENSG00000011243.17,ENSG00000011243.17
288,ENSG00000011258.15,ENSG00000011258.15
289,ENSG00000011260.13,ENSG00000011260.13
290,ENSG00000011275.18,ENSG00000011275.18
291,ENSG00000011295.15,ENSG00000011295.15
292,ENSG00000011304.19,ENSG00000011304.19
293,ENSG00000011332.19,ENSG00000011332.19
294,ENSG00000011347.9,ENSG00000011347.9
295,ENSG00000011376.10,ENSG00000011376.10
296,ENSG00000011405.13,ENSG00000011405.13
297,ENSG00000011422.11,ENSG00000011422.11
298,ENSG00000011426.10,ENSG00000011426.10
299,ENSG00000011451.19,ENSG00000011451.19
300,ENSG00000011454.16,ENSG00000011454.16
301,ENSG00000011465.16,ENSG00000011465.16
302,ENSG00000011478.11,ENSG00000011478.11
303,ENSG00000011485.14,ENSG00000011485.14
304,ENSG00000011523.13,ENSG00000011523.13
305,ENSG00000011566.14,ENSG00000011566.14
306,ENSG00000011590.13,ENSG00000011590.13
307,ENSG00000011600.11,ENSG00000011600.11
308,ENSG00000011638.10,ENSG00000011638.10
309,ENSG00000011677.12,ENSG00000011677.12
310,ENSG00000012048.21,ENSG00000012048.21
311,ENSG00000012061.15,ENSG00000012061.15
312,ENSG00000012124.16,ENSG00000012124.16
313,ENSG00000012171.19,ENSG00000012171.19
314,ENSG00000012174.11,ENSG00000012174.11
315,ENSG00000012211.12,ENSG00000012211.12
316,ENSG00000012223.12,ENSG00000012223.12
317,ENSG00000012232.8,ENSG00000012232.8
318,ENSG00000012504.14,ENSG00000012504.14
319,ENSG00000012660.13,ENSG00000012660.13
320,ENSG00000012779.10,ENSG00000012779.10
321,ENSG00000012817.15,ENSG00000012817.15
322,ENSG00000012822.15,ENSG00000012822.15
323,ENSG00000012963.14,ENSG00000012963.14
324,ENSG00000012983.11,ENSG00000012983.11
325,ENSG00000013016.15,ENSG00000013016.15
326,ENSG00000013275.7,ENSG00000013275.7
327,ENSG00000013288.8,ENSG00000013288.8
328,ENSG00000013293.5,ENSG00000013293.5
329,ENSG00000013297.11,ENSG00000013297.11
330,ENSG00000013306.15,ENSG00000013306.15
331,ENSG00000013364.18,ENSG00000013364.18
332,ENSG00000013374.16,ENSG00000013374.16
333,ENSG00000013375.15,ENSG00000013375.15
334,ENSG00000013392.7,ENSG00000013392.7
335,ENSG00000013441.15,ENSG00000013441.15
336,ENSG00000013503.9,ENSG00000013503.9
337,ENSG00000013523.9,ENSG00000013523.9
338,ENSG00000013561.17,ENSG00000013561.17
339,ENSG00000013563.13,ENSG00000013563.13
340,ENSG00000013573.16,ENSG00000013573.16
341,ENSG00000013583.9,ENSG00000013583.9
342,ENSG00000013588.8,ENSG00000013588.8
343,ENSG00000013619.13,ENSG00000013619.13
344,ENSG00000013725.14,ENSG00000013725.14
345,ENSG00000013810.18,ENSG00000013810.18
346,ENSG00000014123.9,ENSG00000014123.9
347,ENSG00000014138.8,ENSG00000014138.8
348,ENSG00000014164.6,ENSG00000014164.6
349,ENSG00000014216.15,ENSG00000014216.15
350,ENSG00000014257.15,ENSG00000014257.15
351,ENSG00000014641.17,ENSG00000014641.17
352,ENSG00000014824.13,ENSG00000014824.13
353,ENSG00000014914.20,ENSG00000014914.20
354,ENSG00000014919.12,ENSG00000014919.12
355,ENSG00000015133.18,ENSG00000015133.18
356,ENSG00000015153.14,ENSG00000015153.14
357,ENSG00000015171.19,ENSG00000015171.19
358,ENSG00000015285.10,ENSG00000015285.10
359,ENSG00000015413.9,ENSG00000015413.9
360,ENSG00000015475.18,ENSG00000015475.18
361,ENSG00000015479.18,ENSG00000015479.18
362,ENSG00000015520.14,ENSG00000015520.14
363,ENSG00000015532.9,ENSG00000015532.9
364,ENSG00000015568.12,ENSG00000015568.12
365,ENSG00000015592.16,ENSG00000015592.16
366,ENSG00000015676.17,ENSG00000015676.17
367,ENSG00000016082.14,ENSG00000016082.14
368,ENSG00000016391.10,ENSG00000016391.10
369,ENSG00000016402.13,ENSG00000016402.13
370,ENSG00000016490.15,ENSG00000016490.15
371,ENSG00000016602.9,ENSG00000016602.9
372,ENSG00000016864.18,ENSG00000016864.18
373,ENSG00000017260.19,ENSG00000017260.19
374,ENSG00000017427.16,ENSG00000017427.16
375,ENSG00000017483.14,ENSG00000017483.14
376,ENSG00000017797.12,ENSG00000017797.12
377,ENSG00000018189.12,ENSG00000018189.12
378,ENSG00000018236.14,ENSG00000018236.14
379,ENSG00000018280.16,ENSG00000018280.16
380,ENSG00000018408.14,ENSG00000018408.14
381,ENSG00000018510.14,ENSG00000018510.14
382,ENSG00000018607.6,ENSG00000018607.6
383,ENSG00000018610.14,ENSG00000018610.14
384,ENSG00000018625.14,ENSG00000018625.14
385,ENSG00000018699.12,ENSG00000018699.12
386,ENSG00000018869.16,ENSG00000018869.16
387,ENSG00000019102.11,ENSG00000019102.11
388,ENSG00000019144.18,ENSG00000019144.18
389,ENSG00000019169.10,ENSG00000019169.10
390,ENSG00000019186.9,ENSG00000019186.9
391,ENSG00000019485.13,ENSG00000019485.13
392,ENSG00000019505.7,ENSG00000019505.7
393,ENSG00000019549.11,ENSG00000019549.11
394,ENSG00000019582.14,ENSG00000019582.14
395,ENSG00000019991.16,ENSG00000019991.16
396,ENSG00000019995.6,ENSG00000019995.6
397,ENSG00000020129.15,ENSG00000020129.15
398,ENSG00000020181.17,ENSG00000020181.17
399,ENSG00000020219.9,ENSG00000020219.9
400,ENSG00000020256.19,ENSG00000020256.19
401,ENSG00000020426.10,ENSG00000020426.10
402,ENSG00000020577.13,ENSG00000020577.13
403,ENSG00000020633.18,ENSG00000020633.18
404,ENSG00000020922.12,ENSG00000020922.12
405,ENSG00000021300.13,ENSG00000021300.13
406,ENSG00000021355.12,ENSG00000021355.12
407,ENSG00000021461.16,ENSG00000021461.16
408,ENSG00000021488.12,ENSG00000021488.12
409,ENSG00000021574.12,ENSG00000021574.12
410,ENSG00000021645.18,ENSG00000021645.18
411,ENSG00000021762.19,ENSG00000021762.19
412,ENSG00000021776.10,ENSG00000021776.10
413,ENSG00000021826.15,ENSG00000021826.15
414,ENSG00000021852.12,ENSG00000021852.12
415,ENSG00000022267.16,ENSG00000022267.16
416,ENSG00000022277.12,ENSG00000022277.12
417,ENSG00000022355.16,ENSG00000022355.16
418,ENSG00000022556.15,ENSG00000022556.15
419,ENSG00000022567.9,ENSG00000022567.9
420,ENSG00000022840.15,ENSG00000022840.15
421,ENSG00000022976.15,ENSG00000022976.15
422,ENSG00000023041.11,ENSG00000023041.11
423,ENSG00000023171.17,ENSG00000023171.17
424,ENSG00000023191.16,ENSG00000023191.16
425,ENSG00000023228.13,ENSG00000023228.13
426,ENSG00000023287.12,ENSG00000023287.12
427,ENSG00000023318.7,ENSG00000023318.7
428,ENSG00000023330.14,ENSG00000023330.14
429,ENSG00000023445.13,ENSG00000023445.13
430,ENSG00000023516.8,ENSG00000023516.8
431,ENSG00000023572.9,ENSG00000023572.9
432,ENSG00000023608.4,ENSG00000023608.4
433,ENSG00000023697.12,ENSG00000023697.12
434,ENSG00000023734.10,ENSG00000023734.10
435,ENSG00000023839.11,ENSG00000023839.11
436,ENSG00000023892.10,ENSG00000023892.10
437,ENSG00000023902.13,ENSG00000023902.13
438,ENSG00000023909.9,ENSG00000023909.9
439,ENSG00000024048.10,ENSG00000024048.10
440,ENSG00000024422.11,ENSG00000024422.11
441,ENSG00000024526.16,ENSG00000024526.16
442,ENSG00000024862.17,ENSG00000024862.17
443,ENSG00000025039.14,ENSG00000025039.14
444,ENSG00000025156.12,ENSG00000025156.12
445,ENSG00000025293.16,ENSG00000025293.16
446,ENSG00000025423.11,ENSG00000025423.11
447,ENSG00000025434.18,ENSG00000025434.18
448,ENSG00000025708.13,ENSG00000025708.13
449,ENSG00000025770.18,ENSG00000025770.18
450,ENSG00000025772.7,ENSG00000025772.7
451,ENSG00000025796.13,ENSG00000025796.13
452,ENSG00000025800.13,ENSG00000025800.13
453,ENSG00000026025.15,ENSG00000026025.15
454,ENSG00000026036.22,ENSG00000026036.22
455,ENSG00000026103.21,ENSG00000026103.21
456,ENSG00000026297.15,ENSG00000026297.15
457,ENSG00000026508.18,ENSG00000026508.18
458,ENSG00000026559.13,ENSG00000026559.13
459,ENSG00000026652.13,ENSG00000026652.13
460,ENSG00000026751.16,ENSG00000026751.16
461,ENSG00000026950.16,ENSG00000026950.16
462,ENSG00000027001.9,ENSG00000027001.9
463,ENSG00000027075.14,ENSG00000027075.14
464,ENSG00000027644.4,ENSG00000027644.4
465,ENSG00000027697.14,ENSG00000027697.14
466,ENSG00000027847.13,ENSG00000027847.13
467,ENSG00000027869.11,ENSG00000027869.11
468,ENSG00000028116.17,ENSG00000028116.17
469,ENSG00000028137.18,ENSG00000028137.18
470,ENSG00000028203.17,ENSG00000028203.17
471,ENSG00000028277.21,ENSG00000028277.21
472,ENSG00000028310.17,ENSG00000028310.17
473,ENSG00000028528.14,ENSG00000028528.14
474,ENSG00000028839.9,ENSG00000028839.9
475,ENSG00000029153.14,ENSG00000029153.14
476,ENSG00000029363.16,ENSG00000029363.16
477,ENSG00000029364.11,ENSG00000029364.11
478,ENSG00000029534.20,ENSG00000029534.20
479,ENSG00000029559.6,ENSG00000029559.6
480,ENSG00000029639.10,ENSG00000029639.10
481,ENSG00000029725.16,ENSG00000029725.16
482,ENSG00000029993.14,ENSG00000029993.14
483,ENSG00000030066.13,ENSG00000030066.13
484,ENSG00000030110.12,ENSG00000030110.12
485,ENSG00000030304.13,ENSG00000030304.13
486,ENSG00000030419.16,ENSG00000030419.16
487,ENSG00000030582.17,ENSG00000030582.17
488,ENSG00000031003.10,ENSG00000031003.10
489,ENSG00000031081.10,ENSG00000031081.10
490,ENSG00000031691.6,ENSG00000031691.6
491,ENSG00000031698.12,ENSG00000031698.12
492,ENSG00000031823.14,ENSG00000031823.14
493,ENSG00000032219.18,ENSG00000032219.18
494,ENSG00000032389.12,ENSG00000032389.12
495,ENSG00000032444.16,ENSG00000032444.16
496,ENSG00000032742.17,ENSG00000032742.17
497,ENSG00000033011.12,ENSG00000033011.12
498,ENSG00000033030.13,ENSG00000033030.13
499,ENSG00000033050.8,ENSG00000033050.8
500,ENSG00000033100.16,ENSG00000033100.16
501,ENSG00000033122.18,ENSG00000033122.18
502,ENSG00000033170.16,ENSG00000033170.16
503,ENSG00000033178.12,ENSG00000033178.12
504,ENSG00000033327.12,ENSG00000033327.12
505,ENSG00000033627.16,ENSG00000033627.16
506,ENSG00000033800.13,ENSG00000033800.13
507,ENSG00000033867.16,ENSG00000033867.16
508,ENSG00000034053.14,ENSG00000034053.14
509,ENSG00000034152.18,ENSG00000034152.18
510,ENSG00000034239.10,ENSG00000034239.10
511,ENSG00000034510.5,ENSG00000034510.5
512,ENSG00000034533.11,ENSG00000034533.11
513,ENSG00000034677.12,ENSG00000034677.12
514,ENSG00000034693.14,ENSG00000034693.14
515,ENSG00000034713.7,ENSG00000034713.7
516,ENSG00000034971.16,ENSG00000034971.16
517,ENSG00000035115.21,ENSG00000035115.21
518,ENSG00000035141.7,ENSG00000035141.7
519,ENSG00000035403.17,ENSG00000035403.17
520,ENSG00000035499.12,ENSG00000035499.12
521,ENSG00000035664.11,ENSG00000035664.11
522,ENSG00000035681.8,ENSG00000035681.8
523,ENSG00000035687.9,ENSG00000035687.9
524,ENSG00000035720.7,ENSG00000035720.7
525,ENSG00000035862.12,ENSG00000035862.12
526,ENSG00000035928.15,ENSG00000035928.15
527,ENSG00000036054.12,ENSG00000036054.12
528,ENSG00000036257.12,ENSG00000036257.12
529,ENSG00000036448.9,ENSG00000036448.9
530,ENSG00000036473.7,ENSG00000036473.7
531,ENSG00000036530.8,ENSG00000036530.8
532,ENSG00000036549.12,ENSG00000036549.12
533,ENSG00000036565.14,ENSG00000036565.14
534,ENSG00000036672.15,ENSG00000036672.15
535,ENSG00000036828.16,ENSG00000036828.16
536,ENSG00000037042.8,ENSG00000037042.8
537,ENSG00000037241.7,ENSG00000037241.7
538,ENSG00000037280.15,ENSG00000037280.15
539,ENSG00000037474.14,ENSG00000037474.14
540,ENSG00000037637.10,ENSG00000037637.10
541,ENSG00000037749.12,ENSG00000037749.12
542,ENSG00000037757.13,ENSG00000037757.13
543,ENSG00000037897.16,ENSG00000037897.16
544,ENSG00000037965.5,ENSG00000037965.5
545,ENSG00000038002.8,ENSG00000038002.8
546,ENSG00000038210.12,ENSG00000038210.12
547,ENSG00000038219.12,ENSG00000038219.12
548,ENSG00000038274.16,ENSG00000038274.16
549,ENSG00000038295.7,ENSG00000038295.7
550,ENSG00000038358.14,ENSG00000038358.14
551,ENSG00000038382.19,ENSG00000038382.19
552,ENSG00000038427.15,ENSG00000038427.15
553,ENSG00000038532.15,ENSG00000038532.15
554,ENSG00000038945.14,ENSG00000038945.14
555,ENSG00000039068.18,ENSG00000039068.18
556,ENSG00000039123.15,ENSG00000039123.15
557,ENSG00000039139.9,ENSG00000039139.9
558,ENSG00000039319.16,ENSG00000039319.16
559,ENSG00000039523.19,ENSG00000039523.19
560,ENSG00000039537.13,ENSG00000039537.13
561,ENSG00000039560.13,ENSG00000039560.13
562,ENSG00000039600.10,ENSG00000039600.10
563,ENSG00000039650.11,ENSG00000039650.11
564,ENSG00000039987.6,ENSG00000039987.6
565,ENSG00000040199.18,ENSG00000040199.18
566,ENSG00000040275.16,ENSG00000040275.16
567,ENSG00000040341.17,ENSG00000040341.17
568,ENSG00000040487.12,ENSG00000040487.12
569,ENSG00000040531.14,ENSG00000040531.14
570,ENSG00000040608.13,ENSG00000040608.13
571,ENSG00000040633.12,ENSG00000040633.12
572,ENSG00000040731.10,ENSG00000040731.10
573,ENSG00000040933.15,ENSG00000040933.15
574,ENSG00000041353.9,ENSG00000041353.9
575,ENSG00000041357.15,ENSG00000041357.15
576,ENSG00000041515.15,ENSG00000041515.15
577,ENSG00000041802.10,ENSG00000041802.10
578,ENSG00000041880.14,ENSG00000041880.14
579,ENSG00000041982.15,ENSG00000041982.15
580,ENSG00000041988.15,ENSG00000041988.15
581,ENSG00000042062.11,ENSG00000042062.11
